PER;ANIO;MES;CONGLOMERADO;NOMBREDD;NOMBREPP;NOMBREDI;P617_1;P617_2;P617_3;P617_4
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;3
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;2;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7070;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;2;1;1
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;3;3;3
1;2020;1;7071;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;5;5
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;5;5
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;4;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;3
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;5;5
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;4;3;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;2
1;2020;1;7077;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;2;1
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;3
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;2;3
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;1
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;1;1
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
3;2020;2;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;5;1;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;2;3
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;2;7076;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;5;5
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;5;5
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;3
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;5;5
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;4;4
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;5;5
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;5;5
2;2020;2;7081;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;5;5;5;5
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;5
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;3
2;2020;3;7058;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;3
1;2020;3;7068;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;2
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;4;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;3;3
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;3;3
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;3;7099;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;4;3;3
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;2;2
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;3;3
1;2020;4;7069;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;3
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;3
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;1
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;1;1
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;2
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;2
1;2020;4;7073;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;3;3;3
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;4;7090;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;4;45080;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;4;3;3
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;2;2;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;5;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
1;2020;5;7059;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;2;2;2
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
1;2020;5;7089;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;5;5
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;1;1
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;5;7093;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;5;5
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
2;2020;6;7079;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;5;2
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;3;3
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
2;2020;6;7086;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;2;2
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;3
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;1
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;2
3;2020;7;7067;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;4;2
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;3;3
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;7;7085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;5;5;5;5
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;4;3;1;1
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;1;1
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;3
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
3;2020;7;7095;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
3;2020;7;7101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;4
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
1;2020;8;7092;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;2;2
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;1;1
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
1;2020;8;7102;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;9;7063;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;5;5
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
2;2020;9;7072;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
2;2020;9;45085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;4;3;4
2;2020;9;45085;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
