PER;ANIO;MES;CONGLOMERADO;NOMBREDD;NOMBREPP;NOMBREDI;P617_1;P617_2;P617_3;P617_4
1;2020;4;3889;LAMBAYEQUE;CHICLAYO;LA VICTORIA; ; ; ; 
1;2020;4;3889;LAMBAYEQUE;CHICLAYO;LA VICTORIA;4;2;2;2
1;2020;4;3889;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;2;2
1;2020;4;3889;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
1;2020;4;3889;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;5;5
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;1
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
1;2020;4;3910;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;3;3
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;3;3
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;5;5;5;5
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;5;5
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;4;3
2;2020;6;3946;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;1;1
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;2;2;2
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;2;3;3
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;2;3;3
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
1;2020;6;3947;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;6;3954;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;2
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;1;2;1
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;3;3
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;4;4
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;2;2;2
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;2;2
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;2;3;3
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;4;4;2;4
3;2020;8;3929;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;3;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;5;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;5;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;5;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;5;5;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;5;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;9;3981;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;1;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3;1;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA; ; ; ; 
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;5
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;3;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;3;3
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;5;5
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;2;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;1;1;1;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;1;1;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;1;1
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
3;2020;11;3982;LAMBAYEQUE;CHICLAYO;LA VICTORIA;2;2;2;2
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;1;1;1;1
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;3;3;3;3
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;4;2;5;5
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;2;2;2;2
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;2;1;2;2
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;2;2;3;3
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;2;2;2;2
2;2020;7;4143;LAMBAYEQUE;CHICLAYO;LAGUNAS;3;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;5;5;5
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;5;5
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;2;2
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;3;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;3;3;5;5
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;3;5;5
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;5;2
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;3;3
2;2020;2;4017;LAMBAYEQUE;CHICLAYO;MONSEFU; ; ; ; 
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;5;5
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;3;3;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;4;1;1;1
2;2020;3;4031;LAMBAYEQUE;CHICLAYO;MONSEFU;3;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;4;2;3;3
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;5;5
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;2;5
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;1;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;3;3;3;3
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;3;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;1;1
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;3;2;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;2;3;3
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;2;1;2;2
2;2020;9;4015;LAMBAYEQUE;CHICLAYO;MONSEFU;3;3;3;3
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;1;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;4;2;2;2
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;1;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;1;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;2
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;1;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;1;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;5
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;1
1;2020;1;4218;LAMBAYEQUE;CHICLAYO;OYOTUN;2;1;1;1
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;5;5;5;5
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;1;1;1
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;1;1;1
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;5;5;5
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;5;5
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;1;5;5
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;5;2;1
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;1;1;1
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;5;5;5
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;2;2;2;2
3;2020;1;4390;LAMBAYEQUE;CHICLAYO;PICSI;1;1;1;5
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;1;1;1;1
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;1;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;3;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;3;2;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;2;2
1;2020;4;4088;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;2;2
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;2;2
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;2;2
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;3;3
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;1;1
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;1;2;5;5
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;2;5;5
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;1;2;2;2
3;2020;6;4087;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;3;3;3
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;1;1;1;1
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;2;2
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;1;1;3;1
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;4;4;5;5
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;3;3;3;3
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;1;1;5
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;3;2;1;1
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;2;3;3;3
1;2020;8;4072;LAMBAYEQUE;CHICLAYO;PIMENTEL;3;2;1;2
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;1;3;3;3
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;4;4;4;4
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;2;2;2;2
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;2;3;1;1
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;3;1;1;1
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;2;2;2;2
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;2;1;1;1
4;2020;3;4136;LAMBAYEQUE;CHICLAYO;REQUE;1;1;1;1
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;1;1;1;1
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;4;4;4;4
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE; ; ; ; 
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;5;5;5;5
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;2;2;2;2
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;1;1;3;3
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;2;2;5;5
1;2020;7;4130;LAMBAYEQUE;CHICLAYO;REQUE;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;4;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;2;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;2;2;2;2
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;2;2;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;3;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;2;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA; ; ; ; 
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;2;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;3;3;3
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;1;1;1;1
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;2;2;2
1;2020;12;4053;LAMBAYEQUE;CHICLAYO;SANTA ROSA;3;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;2;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;2;2;2
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;3;1;2
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;3;3
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;1;2;1;2
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;5;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;2;1;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;1;1
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;2;2
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;3;3
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA; ; ; ; 
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA; ; ; ; 
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA; ; ; ; 
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;3;3
4;2020;10;4159;LAMBAYEQUE;CHICLAYO;SAÑA;3;3;3;3
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;3;3;3;3
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;1;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;5;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;3;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;3;2;3;3
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;3;2;5;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;1;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;2;2;2
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;1;1;1;1
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;2;5;5;5
4;2020;2;4201;LAMBAYEQUE;CHICLAYO;CAYALTI;1;1;5;5
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;1;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;3;3;3;3
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;3;2;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;1;1;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;1;1;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;1;1;5
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO; ; ; ; 
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;3;3;3;3
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO; ; ; ; 
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO; ; ; ; 
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO; ; ; ; 
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;1;1;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;3;5;2;2
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;2;2;2
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;1;1;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;3;2;1;1
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;2;2;2
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;2;2;2
4;2020;12;4276;LAMBAYEQUE;CHICLAYO;PATAPO;2;2;2;2
