UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,Poblacion,ANIO,denuncias
LIMA+HUAROCHIRI+SANTA EULALIA,1,42,161,22,1,10,13,130,0,0,180,0,43,14,2.24,2,1.44,1.44,13124,2019,2
LIMA+HUAURA+AMBAR,1,10,456,12,1,3,2,30,0,0,200,0,20,0,2.44,2.12,1.71,1.73,2107,2019,
LIMA+HUAURA+HUACHO,1,89,1267,98,1,0,26,260,0,0,210,360,75,15,1.85,1.64,1.53,1.55,67213,2019,24
LIMA+HUAURA+HUALMAY,1,46,1062,44,1,11,90,1050,1,30,31,2,16,12,1.8,1.71,1.47,1.49,28163,2019,4
LIMA+HUAURA+HUAURA,1,49,240,27,1,9,15,313,1,26,240,60,32,8,1.57,1.44,1.4,1.41,35707,2019,9
LIMA+HUAURA+SAYAN,2,39,492,69,2,18,24,250,0,0,373,19,35,6,1.93,1.88,1.56,1.61,24094,2019,3
LIMA+HUAURA+VEGUETA,1,29,150,70,1,7,10,20,1,18,12,30,12,5,1.93,1.77,1.48,1.48,27118,2019,14
LIMA+LIMA+ANCON,1,91,400,18,1,5,6,60,1,20,270,40,30,9,1.87,1.84,1.54,1.57,76357,2019,3
LIMA+LIMA+ATE,4,390,4124,163,4,51,226,2517,44,586,2932,142,528,128,1.84,1.81,1.52,1.53,652900,2019,37
LIMA+LIMA+BARRANCO,1,74,1507,55,1,28,1,150,8,55,210,8,118,82,1.67,1.73,1.2,1.2,35745,2019,6
LIMA+LIMA+BRENA,2,214,1520,118,2,13,38,390,10,356,2790,90,75,25,2.08,1.69,1.37,1.49,92153,2019,11
LIMA+LIMA+CARABAYLLO,3,327,1785,94,3,24,92,970,10,152,1794,82,149,16,1.94,1.67,1.58,1.59,380890,2019,22
LIMA+LIMA+CHACLACAYO,1,78,820,25,1,9,21,230,8,80,225,58,31,10,2.13,2.1,1.51,1.54,43897,2019,5
LIMA+LIMA+CHORRILLOS,4,350,2691,176,4,32,69,739,8,290,3674,403,132,51,1.89,1.68,1.37,1.45,349855,2019,10
LIMA+LIMA+CIENEGUILLA,1,49,1014,39,1,7,15,150,3,170,34,2,60,18,1.94,1.5,1.28,1.39,37815,2019,2
LIMA+LIMA+COMAS,5,504,5263,163,5,80,28,1044,10,128,1592,94,190,49,1.82,1.53,1.5,1.53,566314,2019,55
LIMA+LIMA+EL AGUSTINO,5,345,2664,171,5,78,52,553,12,80,1361,377,85,48,1.8,1.7,1.45,1.49,218277,2019,10
LIMA+LIMA+INDEPENDENCIA,3,269,4782,91,3,21,76,836,3,20,2610,210,173,34,2.02,1.77,1.55,1.59,221551,2019,24
LIMA+LIMA+JESUS MARIA,1,92,1026,1,1,27,19,210,3,70,630,270,427,83,2.24,2.44,1.52,1.62,80377,2019,5
LIMA+LIMA+LA MOLINA,3,189,2351,70,3,14,37,370,9,136,571,225,363,57,2.27,2.41,1.54,1.57,157820,2019,8
LIMA+LIMA+LA VICTORIA,3,333,3712,187,3,18,36,360,19,330,542,57,286,78,1.82,1.7,1.31,1.34,188900,2019,38
LIMA+LIMA+LIMA,10,785,7823,677,10,87,131,1511,65,634,3588,565,1179,260,1.95,1.7,1.39,1.42,269769,2019,86
LIMA+LIMA+LINCE,1,96,1200,51,1,13,13,21,2,5,1200,122,258,53,2.23,2,1.59,1.65,59213,2019,6
LIMA+LIMA+LOS OLIVOS,3,455,2780,101,3,32,137,1732,34,2567,2206,347,263,82,1.97,1.88,1.55,1.57,349100,2019,48
LIMA+LIMA+LURIGANCHO,3,209,3763,104,3,30,43,451,23,299,460,155,311,19,1.99,2.03,1.53,1.62,271822,2019,17
LIMA+LIMA+LURIN,1,69,528,40,1,10,20,10,1,30,270,180,543,45,2.04,2.19,1.85,1.83,104770,2019,13
LIMA+LIMA+MAGDALENA DEL MAR,1,91,815,47,1,9,10,120,17,416,180,0,196,29,2.33,1.98,1.6,1.7,63856,2019,7
LIMA+LIMA+MIRAFLORES,2,170,1961,107,2,83,13,145,4,55,277,34,872,238,2.18,2.48,1.32,1.4,106735,2019,14
LIMA+LIMA+PACHACAMAC,2,124,625,87,2,29,47,538,10,140,3635,32,123,29,1.98,1.9,1.43,1.48,134104,2019,10
LIMA+LIMA+PUCUSANA,1,38,152,65,1,9,16,160,0,0,13,3,30,2,1.91,1.61,1.65,1.65,16032,2019,3
LIMA+LIMA+PUEBLO LIBRE,1,94,540,29,1,10,16,166,5,50,240,120,198,75,1.93,1.93,1.3,1.37,92250,2019,10
LIMA+LIMA+PUENTE PIEDRA,3,331,3196,104,3,22,112,1239,12,177,2122,776,576,41,1.92,1.79,1.4,1.47,379550,2019,24
LIMA+LIMA+PUNTA HERMOSA,1,60,675,12,1,12,8,140,2,22,870,270,88,16,2.21,1.84,1.64,1.66,19966,2019,1
LIMA+LIMA+PUNTA NEGRA,1,34,346,45,1,2,2,25,3,18,270,6,34,8,2.43,2,1.82,1.76,7955,2019,1
LIMA+LIMA+RIMAC,6,392,2412,262,6,70,81,1081,16,234,2589,53,41,7,2,1.65,1.51,1.55,179892,2019,17
LIMA+LIMA+SAN BARTOLO,1,39,842,24,1,10,0,0,0,0,495,30,47,13,2.21,2,1.36,1.36,8442,2019,1
LIMA+LIMA+SAN BORJA,2,181,1301,59,2,11,27,272,15,268,450,125,615,149,2.19,2.23,1.44,1.46,125183,2019,7
LIMA+LIMA+SAN ISIDRO,2,148,1525,80,2,27,13,81,21,31,450,33,1116,315,2.45,2.69,1.57,1.69,66878,2019,9
LIMA+LIMA+SAN JUAN DE LURIGANCHO,9,1218,11364,200,9,79,394,4311,43,1235,4252,434,199,85,1.93,1.66,1.47,1.5,1152258,2019,69
LIMA+LIMA+SAN JUAN DE MIRAFLORES,4,337,3493,143,4,52,66,505,40,88,897,365,152,70,1.86,1.61,1.42,1.44,408538,2019,20
LIMA+LIMA+SAN LUIS,2,183,1529,68,2,46,25,265,12,72,1744,53,37,40,1.88,1.55,1.42,1.48,55688,2019,5
LIMA+LIMA+SAN MARTIN DE PORRES,3,362,4802,166,3,24,75,850,22,548,2885,98,330,103,1.88,1.59,1.48,1.54,729268,2019,49
LIMA+LIMA+SAN MIGUEL,2,228,940,65,2,42,64,1545,2,418,120,65,400,114,2.35,2.27,1.58,1.69,169282,2019,12
LIMA+LIMA+SANTA ANITA,1,161,342,37,1,9,8,85,5,53,54,12,131,37,1.92,1.82,1.47,1.51,218514,2019,6
LIMA+LIMA+SANTA MARIA DEL MAR,1,23,531,50,1,12,5,50,1,25,240,8,60,9,2.89,1.41,1.97,1.91,1106,2019,
LIMA+LIMA+SANTA ROSA,1,62,238,61,1,8,15,162,3,25,30,30,41,8,1.76,1.67,1.43,1.43,34361,2019,1
LIMA+LIMA+SANTIAGO DE SURCO,3,257,2407,106,3,38,16,170,6,98,2431,11,1065,320,2.14,2.26,1.47,1.51,397082,2019,42
LIMA+LIMA+SURQUILLO,1,134,900,78,1,9,37,370,1,50,30,3,261,59,1.8,1.61,1.24,1.2,99397,2019,3
LIMA+LIMA+VILLA EL SALVADOR,2,194,2838,50,2,11,36,499,6,122,3715,115,149,53,1.76,1.62,1.4,1.41,420278,2019,19
LIMA+LIMA+VILLA MARIA DEL TRIUNFO,6,402,4174,211,6,78,62,681,16,270,1054,73,78,7,1.77,1.47,1.37,1.4,432835,2019,54
LIMA+OYON+OYON,2,20,529,93,2,13,2,10,1,10,78,35,12,0,2.05,1.82,1.72,1.74,11933,2019,
LIMA+OYON+PACHANGARA,1,14,177,43,1,9,7,70,0,0,90,0,5,3,1.88,1.5,1.19,1.19,2422,2019,
LIMA+YAUYOS+CATAHUASI,1,10,510,10,1,5,0,0,0,0,0,0,9,0,1.7,1.81,1.65,1.64,1074,2019,
LIMA+YAUYOS+HUANGASCAR,1,12,389,10,0,0,0,0,0,0,20,0,25,0,1.73,1.61,1.37,1.29,650,2019,
LIMA+YAUYOS+YAUYOS,1,15,876,20,1,8,0,0,0,0,395,0,7,0,1.71,1.84,1.61,1.28,1353,2019,
LORETO+ALTO AMAZONAS+LAGUNAS,1,12,278,30,1,0,0,0,0,0,3,6,3,0,2.3,2,1.82,1.77,13658,2019,
LORETO+ALTO AMAZONAS+YURIMAGUAS,1,134,1096,45,1,9,21,261,1,10,1080,0,30,4,1.99,2.04,1.77,1.72,100176,2019,2
LORETO+DATEM DEL MARANON+BARRANCA,1,17,520,22,0,10,0,0,0,0,14,14,6,0,1.95,2,1.82,1.91,15600,2019,
LORETO+LORETO+NAUTA,2,42,717,43,2,9,10,120,1,17,338,15,12,3,2.02,1.85,1.94,2,33114,2019,
LORETO+LORETO+PARINARI,1,8,40,8,0,3,1,12,0,0,180,30,9,0,2.65,2.42,1.39,1,6355,2019,
LORETO+LORETO+TIGRE,1,10,117,38,0,7,0,0,0,0,180,3,25,0,1.85,1.59,1.65,1.75,7549,2019,
LORETO+LORETO+TROMPETEROS,1,9,226,4,1,0,0,0,0,0,60,0,12,4,2.11,2,1.53,1.61,10466,2019,
LORETO+LORETO+URARINAS,1,11,110,12,1,3,0,0,0,0,90,0,5,0,1.73,1.88,1.5,1.54,13556,2019,
LORETO+MARISCAL RAMON CASTILLA+PEBAS,1,14,72,30,1,20,0,0,0,0,144,0,9,0,2.39,2.35,2.13,1.87,12771,2019,
LORETO+MARISCAL RAMON CASTILLA+RAMON CASTILLA,2,37,373,35,2,0,6,60,0,0,200,0,9,9,1.67,1.51,1.33,1.47,23378,2019,
LORETO+MARISCAL RAMON CASTILLA+SAN PABLO,1,15,600,20,1,2,11,100,0,0,8,3,9,3,1.67,1.53,1.27,1.5,12639,2019,
LORETO+MAYNAS+ALTO NANAY,1,7,240,30,0,11,0,0,0,0,180,60,6,0,2.3,2.3,1.68,1.71,3219,2019,
LORETO+MAYNAS+BELEN,2,230,888,74,2,24,30,353,15,34,309,90,20,1,1.81,1.52,1.53,1.58,70855,2019,
LORETO+MAYNAS+FERNANDO LORES,3,24,1552,48,1,11,7,70,0,0,80,4,15,2,2.18,1.89,1.85,1.82,14627,2019,
LORETO+MAYNAS+INDIANA,2,18,894,52,0,0,9,71,10,100,10,0,9,3,2.44,2.24,1.76,1.68,11760,2019,
LORETO+MAYNAS+IQUITOS,2,434,1692,118,2,19,31,421,13,319,1265,270,195,26,1.85,1.7,1.54,1.55,163209,2019,14
LORETO+MAYNAS+LAS AMAZONAS,2,17,300,20,1,2,0,0,0,0,14,0,10,0,2.15,1.33,1.41,1.37,8680,2019,
LORETO+MAYNAS+MAZAN,1,17,95,3,1,10,10,10,0,0,180,0,4,2,1.96,1.85,1.3,1.31,14014,2019,
LORETO+MAYNAS+NAPO,1,14,60,5,1,0,0,0,0,0,30,0,10,3,1.92,1.66,1.69,1.74,17379,2019,
LORETO+MAYNAS+PUNCHANA,1,117,100,25,1,3,6,90,3,63,28,3,72,9,1.89,1.8,1.53,1.56,87876,2019,2
LORETO+MAYNAS+TORRES CAUSANA,1,8,118,9,0,0,0,0,0,0,0,2,10,0,2.18,2.2,2.06,2.18,5045,2019,
LORETO+PUTUMAYO+PUTUMAYO,1,25,625,30,1,8,0,0,0,0,186,0,6,2,2.18,1.92,1.25,1.28,4346,2019,
LORETO+REQUENA+ALTO TAPICHE,1,7,160,40,0,3,0,0,0,0,4,0,4,0,2.18,1.8,1.59,1.62,1654,2019,
LORETO+REQUENA+CAPELO,1,7,250,18,1,0,2,20,0,0,75,0,10,0,2.28,2.15,1.62,1.79,2514,2019,
LORETO+REQUENA+EMILIO SAN MARTIN,1,8,120,30,0,4,0,0,0,0,180,0,6,0,2.05,1.95,1.73,1.73,6865,2019,
LORETO+REQUENA+JENARO HERRERA,1,7,861,18,0,0,0,0,0,0,6,0,4,0,2.3,2.25,1.97,1.93,5095,2019,
LORETO+REQUENA+PUINAHUA,1,8,600,35,0,0,0,0,0,0,92,0,5,0,2.06,1.86,1.52,1.5,4670,2019,
LORETO+REQUENA+REQUENA,1,30,331,60,1,12,21,10,0,0,330,0,8,4,1.91,1.81,1.81,1.73,27856,2019,
LORETO+REQUENA+SAQUENA,2,12,647,50,0,5,0,0,0,0,150,0,5,0,1.88,2.16,1.47,1.49,3344,2019,
LORETO+REQUENA+SOPLIN,1,8,97,18,0,12,0,0,0,0,55,0,10,0,2,1.66,1.39,1.38,688,2019,
LORETO+REQUENA+TAPICHE,1,7,143,25,0,0,0,0,0,0,2,0,9,0,2,1.34,1.1,1.12,959,2019,
LORETO+UCAYALI+CONTAMANA,1,25,460,30,1,3,0,0,0,0,240,48,26,4,2.43,2.25,1.88,1.96,27856,2019,1
LORETO+UCAYALI+PAMPA HERMOSA,1,10,272,20,0,0,0,0,0,0,60,0,8,0,1.78,1.67,1.53,1.54,6286,2019,
LORETO+UCAYALI+SARAYACU,1,10,120,8,0,1,0,0,0,0,25,0,3,0,2.59,1.41,2.41,2.41,15251,2019,
LORETO+UCAYALI+VARGAS GUERRA,1,10,120,12,1,1,0,0,0,0,50,0,16,0,2.31,2.04,2.21,2.21,7597,2019,
MADRE DE DIOS+MANU+HUEPETUHE,1,15,100,22,1,6,3,22,0,0,10,2,5,4,1.47,1.68,1.43,1.42,10375,2019,
MADRE DE DIOS+MANU+MADRE DE DIOS,2,24,470,16,2,36,3,30,1,10,330,0,2,3,1.88,1.86,1.94,1.88,6790,2019,
MADRE DE DIOS+MANU+MANU,1,13,180,19,1,5,0,0,0,0,90,0,8,0,1.82,1.76,1.43,1.48,2403,2019,
MADRE DE DIOS+TAHUAMANU+IBERIA,1,14,318,20,1,3,5,70,2,40,60,60,8,5,1.57,1.71,1.3,1.29,5900,2019,
MADRE DE DIOS+TAMBOPATA+INAMBARI,2,29,949,56,1,10,5,56,5,50,94,0,8,2,1.49,1.87,1.27,1.22,14442,2019,
MADRE DE DIOS+TAMBOPATA+LABERINTO,1,20,134,26,1,12,0,0,0,0,22,0,4,0,1.56,1.26,1.29,1.31,6384,2019,
MADRE DE DIOS+TAMBOPATA+LAS PIEDRAS,2,31,295,24,1,8,6,15,5,30,44,40,1,2,1.88,1.61,1.31,1.35,16939,2019,
MADRE DE DIOS+TAMBOPATA+TAMBOPATA,2,105,2145,99,2,24,16,176,3,44,330,50,46,22,1.68,2.04,1.48,1.49,96463,2019,23
MOQUEGUA+GENERAL SANCHEZ CERRO+CHOJATA,1,11,167,16,0,4,0,0,0,0,55,0,1,0,1.82,1.9,1.43,1.38,644,2019,
MOQUEGUA+GENERAL SANCHEZ CERRO+ICHUNA,1,18,175,10,1,10,3,10,0,0,4,0,9,3,2,1.89,1.49,1.41,3111,2019,
MOQUEGUA+GENERAL SANCHEZ CERRO+OMATE,1,17,197,10,1,11,3,34,4,20,90,0,9,0,1.86,1.62,1.53,1.58,3198,2019,
MOQUEGUA+GENERAL SANCHEZ CERRO+PUQUINA,1,13,555,25,0,20,4,40,0,0,5,0,10,0,1.83,1.74,1.2,1.11,2568,2019,
MOQUEGUA+GENERAL SANCHEZ CERRO+QUINISTAQUILLAS,1,9,360,27,0,4,0,0,0,0,90,0,4,0,2.5,2.05,2.13,2.06,513,2019,
MOQUEGUA+GENERAL SANCHEZ CERRO+UBINAS,2,24,766,36,1,16,2,5,0,0,247,0,10,0,1.96,1.71,1.46,1.48,1697,2019,
MOQUEGUA+ILO+EL ALGARROBAL,1,13,77,20,0,8,5,50,6,9,81,0,5,0,1.76,1.46,1.2,1.19,5690,2019,
MOQUEGUA+ILO+ILO,2,101,855,54,2,22,18,223,8,52,330,100,43,11,1.92,1.79,1.63,1.66,70640,2019,7
MOQUEGUA+ILO+PACOCHA,1,27,308,52,1,11,5,51,2,12,6,12,15,17,2.48,2.2,1.52,1.52,4707,2019,
MOQUEGUA+MARISCAL NIETO+CARUMAS,1,15,237,26,0,6,2,20,1,3,30,0,2,0,1.38,0.85,1.15,1.23,2322,2019,
MOQUEGUA+MARISCAL NIETO+MOQUEGUA,3,155,1839,29,3,16,20,251,9,39,360,0,26,14,1.91,1.76,1.63,1.68,72538,2019,5
MOQUEGUA+MARISCAL NIETO+SAMEGUA,1,38,1464,13,1,10,0,0,0,0,190,0,5,0,1.77,1.5,1.5,1.51,9528,2019,
MOQUEGUA+MARISCAL NIETO+SAN CRISTOBAL,1,14,235,4,0,4,8,80,0,0,13,0,6,0,1.88,1.33,1.71,1.75,1668,2019,
MOQUEGUA+MARISCAL NIETO+TORATA,1,14,211,57,0,12,9,128,0,0,120,40,6,11,2.21,1.86,1.41,1.45,6757,2019,
PASCO+DANIEL ALCIDES CARRION+CHACAYAN,1,16,218,11,1,2,0,0,0,0,96,60,2,0,1.44,1.34,1.53,1.47,1935,2019,
PASCO+DANIEL ALCIDES CARRION+GOYLLARISQUIZGA,1,9,150,9,1,0,0,0,0,0,25,0,2,0,1.77,1.69,1.07,1.06,1509,2019,
PASCO+DANIEL ALCIDES CARRION+PAUCAR,1,9,233,10,0,11,4,120,1,8,120,2,2,2,1.96,1.58,1.68,1.65,1815,2019,
PASCO+DANIEL ALCIDES CARRION+SANTA ANA DE TUSI,1,20,150,12,1,3,11,10,1,10,16,3,6,1,1.97,1.78,1.57,1.43,23495,2019,
PASCO+DANIEL ALCIDES CARRION+YANAHUANCA,1,23,236,86,1,8,0,0,0,0,30,6,12,4,1.9,1.67,1.39,1.41,11718,2019,1
PASCO+OXAPAMPA+CONSTITUCION,1,27,225,16,1,10,0,0,0,0,90,0,10,5,1.84,1.92,1.67,1.74,16374,2019,
PASCO+OXAPAMPA+HUANCABAMBA,1,15,337,6,1,10,5,75,0,0,11,2,7,2,1.92,1.99,1.44,1.38,6986,2019,2
PASCO+OXAPAMPA+OXAPAMPA,1,43,970,48,1,20,9,180,0,0,16,3,15,10,2,2.25,1.43,1.46,17006,2019,7
PASCO+OXAPAMPA+PALCAZU,1,24,500,10,1,8,4,11,0,0,18,18,5,2,1.88,1.63,1.35,1.36,8156,2019,2
PASCO+OXAPAMPA+POZUZO,1,16,140,11,1,10,22,238,0,0,10,30,6,2,1.61,1.64,1.1,1.12,4789,2019,
PASCO+OXAPAMPA+PUERTO BERMUDEZ,1,20,260,23,1,13,4,47,0,0,46,22,20,13,1.89,2.05,1.68,1.74,20825,2019,2
PASCO+OXAPAMPA+VILLA RICA,1,29,386,44,1,12,11,152,0,0,180,60,13,1,1.72,2.01,1.61,1.53,18692,2019,
PASCO+PASCO+CHAUPIMARCA,1,43,124,23,1,11,9,91,2,53,210,45,26,14,1.74,1.76,1.58,1.58,27139,2019,1
PASCO+PASCO+HUACHON,1,21,380,20,0,3,0,0,0,0,148,10,6,3,1.97,1.71,1.55,1.58,4621,2019,
PASCO+PASCO+HUARIACA,1,20,211,26,1,4,6,65,2,27,180,30,7,4,1.66,1.59,1.52,1.45,7037,2019,
PASCO+PASCO+HUAYLLAY,1,15,240,52,1,10,0,0,0,0,58,4,15,3,1.96,1.93,1.39,1.3,9585,2019,
PASCO+PASCO+PAUCARTAMBO,1,27,106,24,1,10,4,12,0,0,15,30,12,7,1.83,1.97,1.41,1.4,10520,2019,
PASCO+PASCO+SAN FRANCISCO DE ASIS DE YARUSYACAN,1,20,200,5,1,0,0,0,0,0,0,0,4,0,2.24,2.03,1.76,1.92,4155,2019,
PASCO+PASCO+SIMON BOLIVAR,1,19,680,12,1,4,0,0,0,0,4,4,6,3,1.77,1.8,1.41,1.42,12846,2019,
PASCO+PASCO+TICLACAYAN,1,20,200,5,1,12,2,21,1,10,18,8,12,1,2.88,2.35,1.47,1.76,3069,2019,
PASCO+PASCO+TINYAHUARCO,1,23,409,85,0,16,4,40,0,0,16,5,3,0,1.56,1.31,1.33,1.31,7196,2019,
PASCO+PASCO+VICCO,1,20,1000,1,1,3,6,80,4,60,13,0,3,0,2.06,1.56,1.81,1.75,3714,2019,
PASCO+PASCO+YANACANCHA,3,79,600,73,2,19,19,198,4,40,105,90,26,5,1.92,1.95,1.6,1.62,31302,2019,3
PIURA+AYABACA+AYABACA,1,30,557,1,0,18,10,90,0,0,270,0,10,3,1.54,2.24,1.56,1.64,33313,2019,2
PIURA+AYABACA+FRIAS,2,17,598,122,2,6,0,0,0,0,180,0,30,0,2.03,2.05,1.95,1.92,21490,2019,1
PIURA+AYABACA+JILILI,1,9,144,48,0,9,1,11,0,0,108,0,8,0,2.03,1.88,1.47,1.49,2695,2019,
PIURA+AYABACA+LAGUNAS,1,12,80,46,0,10,0,0,0,0,270,0,10,0,1.91,1.76,1.76,1.95,5876,2019,
PIURA+AYABACA+MONTERO,1,13,138,65,1,4,0,0,0,0,240,0,10,0,2.1,1.9,1.44,1.48,6680,2019,
PIURA+AYABACA+PACAIPAMPA,1,9,331,61,0,4,0,0,1,10,60,36,16,1,1.85,1.67,1.71,1.71,23373,2019,
PIURA+AYABACA+PAIMAS,1,15,165,54,1,16,3,10,0,0,30,0,1,0,1.9,1.8,1.32,1.32,10319,2019,
PIURA+AYABACA+SAPILLICA,1,13,455,74,0,10,3,15,3,20,180,1,6,2,1.6,1.7,1.38,1.38,11068,2019,
PIURA+AYABACA+SICCHEZ,1,12,298,21,1,3,1,10,1,6,103,0,8,0,1.93,1.92,1.55,1.52,1685,2019,
PIURA+AYABACA+SUYO,1,24,1539,45,1,6,0,0,0,0,8,20,40,4,1.84,1.92,1.41,1.41,12001,2019,
PIURA+HUANCABAMBA+CANCHAQUE,2,30,408,76,2,7,0,0,0,0,69,0,2,0,1.71,1.62,1.07,0.94,7723,2019,
PIURA+HUANCABAMBA+EL CARMEN DE LA FRONTERA,1,10,120,22,1,2,0,0,0,0,3,0,9,0,1.78,1.53,1.11,1.22,11860,2019,
PIURA+HUANCABAMBA+HUANCABAMBA,1,40,467,10,1,1,0,0,0,0,13,0,7,0,2.06,2.1,1.53,1.51,29490,2019,
PIURA+HUANCABAMBA+HUARMACA,1,22,872,29,1,7,6,80,2,20,122,0,6,0,2.35,1.96,1.76,1.67,37627,2019,
PIURA+HUANCABAMBA+SAN MIGUEL DE EL FAIQUE,1,14,97,10,0,13,1,12,1,20,138,0,2,0,2.45,2.25,2.05,2.13,9369,2019,
PIURA+HUANCABAMBA+SONDOR,1,10,144,39,0,3,0,0,0,0,30,0,4,0,2.25,2.21,2.05,2.1,7496,2019,
PIURA+HUANCABAMBA+SONDORILLO,1,10,198,21,1,5,0,0,2,4,28,0,4,0,1.96,1.82,1.73,1.71,11115,2019,1
PIURA+MORROPON+BUENOS AIRES,1,12,160,9,0,10,0,0,0,0,82,0,3,0,3,2.94,2.69,2.62,10086,2019,
PIURA+MORROPON+CHALACO,1,6,1503,50,1,9,0,0,0,0,150,0,5,1,2.35,2.09,1.97,2,7888,2019,
PIURA+MORROPON+CHULUCANAS,5,130,857,125,4,45,7,40,17,137,1759,270,20,33,2.23,2.14,1.83,1.82,88596,2019,9
PIURA+MORROPON+LA MATANZA,1,13,221,18,1,3,0,0,1,25,61,24,15,3,1.65,1.63,1.23,1.24,14863,2019,
PIURA+MORROPON+MORROPON,1,50,597,45,1,10,5,51,3,30,235,5,8,3,2.3,2.02,2,2,15915,2019,1
PIURA+MORROPON+SALITRAL,1,13,760,32,1,10,0,0,0,0,8,3,10,2,2.1,2.33,2.1,2.1,9039,2019,3
PIURA+MORROPON+SAN JUAN DE BIGOTE,1,10,205,19,1,5,0,0,0,0,7,0,14,4,1.92,1.92,1.41,1.4,6730,2019,1
PIURA+MORROPON+SANTA CATALINA DE MOSSA,2,20,980,93,2,22,0,0,0,0,66,0,8,0,2.27,2,1.83,1.77,3849,2019,
PIURA+MORROPON+SANTO DOMINGO,1,13,242,56,1,10,0,0,6,30,150,0,34,0,2.3,2.25,1.88,1.9,6164,2019,
PIURA+MORROPON+YAMANGO,1,8,124,15,1,10,0,0,0,0,30,0,6,0,1.78,1.23,1.45,1.45,8855,2019,
PIURA+PAITA+AMOTAPE,1,12,198,52,1,11,4,43,0,0,105,0,10,2,2.06,1.76,1.53,1.53,2507,2019,
PIURA+PAITA+COLAN,2,31,750,55,2,15,12,120,3,45,390,68,20,3,2.23,2.18,1.82,1.68,16522,2019,1
PIURA+PAITA+LA HUACA,1,18,1096,39,1,5,8,89,4,40,240,10,5,3,2.07,2.05,1.64,1.57,13868,2019,
PIURA+PAITA+PAITA,2,153,1701,66,2,20,12,252,3,32,1215,150,48,12,1.76,1.63,1.54,1.52,99150,2019,13
PIURA+PAITA+TAMARINDO,1,12,405,63,1,5,4,40,7,21,28,0,7,3,1.89,1.87,1.52,1.52,5246,2019,
PIURA+PAITA+VICHAYAL,1,10,243,36,1,11,3,30,1,15,10,5,11,3,2.94,3,2.81,2.69,6053,2019,
PIURA+PIURA+CASTILLA,3,262,2500,98,3,54,15,206,5,99,249,6,60,20,2.03,1.82,1.69,1.7,178066,2019,36
PIURA+PIURA+CATACAOS,2,125,1596,31,2,17,1,12,1,3,75,33,30,10,1.94,1.8,1.51,1.52,79681,2019,10
PIURA+PIURA+CURA MORI,1,17,180,56,1,10,5,61,1,21,16,16,10,3,1.83,1.78,1.78,1.83,19794,2019,1
PIURA+PIURA+LA ARENA,1,22,262,35,1,14,2,20,1,10,150,13,16,4,1.88,1.87,1.49,1.49,40706,2019,1
PIURA+PIURA+LA UNION,1,38,501,32,1,11,51,568,10,152,360,150,19,7,1.83,1.83,2,2,43624,2019,10
PIURA+PIURA+LAS LOMAS,2,46,5881,60,2,22,2,18,1,10,608,31,17,4,1.93,2.06,1.6,1.53,29047,2019,6
PIURA+PIURA+PIURA,2,225,2677,61,2,23,31,220,8,105,77,99,97,9,2.1,1.88,1.69,1.69,173672,2019,107
PIURA+PIURA+TAMBO GRANDE,2,74,863,110,2,11,9,96,2,22,118,7,36,13,2.07,2,1.72,1.72,121568,2019,6
PIURA+PIURA+VEINTISEIS DE OCTUBRE,2,200,1276,52,2,71,35,76,9,114,38,8,73,14,1.95,1.81,1.61,1.64,182102,2019,22
PIURA+SECHURA+BERNAL,1,23,627,60,1,6,8,8,4,4,125,0,5,2,1.74,1.64,1.37,1.39,7524,2019,1
PIURA+SECHURA+RINCONADA LLICUAR,1,16,438,80,1,7,0,0,0,0,2,0,2,2,2.07,1.84,1,0.93,3117,2019,
PIURA+SECHURA+SECHURA,3,110,1300,103,2,24,6,69,7,60,800,90,56,12,2.7,2.59,2.21,2.2,49156,2019,5
PIURA+SECHURA+VICE,1,22,462,52,1,15,0,0,0,0,2,2,6,3,1.65,1.65,1.38,1.38,17264,2019,2
PIURA+SULLANA+BELLAVISTA,1,86,304,34,1,11,37,10,14,2,360,180,30,3,2.18,1.76,1.62,1.62,38655,2019,5
PIURA+SULLANA+IGNACIO ESCUDERO,1,21,629,6,0,2,0,0,0,0,36,12,9,2,1.95,1.76,1.62,1.62,21335,2019,1
PIURA+SULLANA+LANCONES,2,21,428,109,0,6,3,33,0,0,285,0,2,0,2.15,1.53,1.57,1.55,13266,2019,1
PIURA+SULLANA+MARCAVELICA,1,22,300,36,1,4,0,0,0,0,60,70,15,1,2.08,1.98,1.84,1.76,31705,2019,2
PIURA+SULLANA+MIGUEL CHECA,1,17,143,34,1,12,4,40,2,3,25,25,8,1,1.86,1.95,1.62,1.62,9952,2019,1
PIURA+SULLANA+QUERECOTILLO,1,31,433,49,1,9,0,0,0,0,12,30,12,4,2.44,2.24,2.13,2.07,27805,2019,7
PIURA+SULLANA+SALITRAL,1,18,396,67,1,11,6,10,1,10,25,10,2,1,1.88,1.78,1.62,1.5,7526,2019,2
PIURA+SULLANA+SULLANA,3,181,2411,46,3,34,14,109,4,0,392,103,97,17,2.08,1.96,1.8,1.77,186434,2019,35
PIURA+TALARA+EL ALTO,1,26,75,6,1,8,3,30,1,10,360,90,28,8,1.73,1.84,1.5,1.54,8803,2019,3
