idmunici;ccdd;ccpp;ccdi;Departamento;Provincia;Distrito;Tipomuni;VFI_P69;P69_1;P69_1_T;P69_1_M;P69_1_H;P69_2;P69_2_T;P69_2_M;P69_2_H;VFI_P70;P70_1;P70A_1_1;P70A_1_2;P70A_1_3;P70_2;P70A_2_1;P70A_2_2;P70A_2_3;P70_3;P70A_3_1;P70A_3_2;P70A_3_3;P70_4;P70A_4_1;P70A_4_2;P70A_4_3;P70_5;P70A_5_1;P70A_5_2;P70A_5_3;P70A_5_O;P70_6;P70A_6_1;P70A_6_2;P70A_6_3;P70_7;P70A_7_1;P70A_7_2;P70A_7_3;P70_8;P70A_8_1;P70A_8_2;P70A_8_3;P70A_8_O;P70_9;P70A_9_1;P70A_9_2;P70A_9_3;P70_10;P70A_10_1;P70A_10_2;P70A_10_3;P70_11;P70A_11_1;P70A_11_2;P70A_11_3;P70A_11_O;P70_12;P70A_12_1;P70_13;P70A_13_1;P70_14;P70A_14_1;P70_15;P70A_15_1;P70_16;P70A_16_1;P70A_16_O;VFI_P71;P71;P71_1;P71A_1;P71_2;P71A_2;P71_3;P71A_3;P71_4;P71A_4;P71_5;P71A_5;P71_6;P71A_6;P71_7;P71A_7;P71_8;P71A_8;P71_9;P71A_9;P71_10;P71A_10;P71_11;P71A_11;P71_12;P71A_12;P71A_12_O;VFI_P72A;P72A;P72A_1;P72A_2;VFI_P72B;P72B;P72B_1;VFI_P73;P73_1;P73_2;P73_3;P73_4;P73_4_O;VFI_P74;P74;VFI_P75;P75;VFI_P76;P76_1;P76A_1;P76_2;P76A_2;P76_3;P76A_3;P76_4;P76A_4;P76_5;P76A_5;P76_6;P76_7;VFI_P77;P77_1;P77_2;P77_3;P77_4;VFI_P78;P78_1;P78_2;P78_3;P78_4;P78_4_O;P78_5;VFI_P79;P79_1;P79A_1_1;P79A_1_2;P79_2;P79A_2_1;P79A_2_2;P79_3;P79A_3_1;P79A_3_2;P79_4;P79A_4_1;P79A_4_2;P79_5;P79A_5_1;P79A_5_2;P79A_5_O;VFI_P80;P80_1;P80_2;P80_3;P80_4;P80_5;P80_6;P80_7;P80_8;P80_9;P80_9_O;P80_10
120906;12;09;06;JUNIN;CHUPACA;SAN JUAN DE ISCOS;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2; ;2; ;1;4;2; ;2; ;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;5;0;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
120907;12;09;07;JUNIN;CHUPACA;SAN JUAN DE JARPA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;1;3;2; ;2; ;2; ;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;1;1;0;2; ; ;1;1;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
120908;12;09;08;JUNIN;CHUPACA;TRES DE DICIEMBRE;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;1;4;2; ;2; ;2; ;2; ;1;0;0;3;0;1;0;0;3;4;PLAN DE PATRULLAJE MIXTO;0;1;2; ; ;2; ; ;1;4;4;2; ; ;2; ; ; ;1;1;0;0;0;0;0;0;0;0; ;0
120909;12;09;09;JUNIN;CHUPACA;YANACANCHA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;1;3;2; ;2; ;1;1;1;1;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;1;8;0;1;9;0;2; ; ;2; ; ; ;1;1;0;3;4;5;6;0;0;0; ;0
130101;13;01;01;LA LIBERTAD;TRUJILLO;TRUJILLO;1;1;1;867;186;681;1;881;194;687;1;1;72;36;36;1;57;42;15;1;60;44;16;2; ; ; ;2; ; ; ; ;1;211;199;12;1;65;28;37;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;20;1;38;1;132;1;30;2; ; ;1;1;1;349;1;46;1;80;1;19;1;11;1;10931;1;6943;1;881;1;9539;1;170;1;18;1;2632;ACTOS CONTRA LA MORAL Y LAS BUENAS COSTUMBRE;1;1;5;5;1;1;5;1;1;0;0;0; ;1;1;1;1;1;1;10;1;2;1;14;1;909;2; ;1;1;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;10;0;2; ; ;2; ; ; ;1;1;0;3;4;5;6;7;8;0; ;0
130102;13;01;02;LA LIBERTAD;TRUJILLO;EL PORVENIR;2;1;1;34;0;34;1;36;0;36;1;1;6;4;2;1;2;0;2;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;0;3;2; ; ; ;2; ; ; ; ;1;34;2; ;2; ;2; ;2; ; ;1;1;1;27;2; ;1;5;2; ;2; ;1;65;1;11;1;18;2; ;1;11;1;6;2; ; ;1;1;3;3;1;1;3;1;1;0;0;0; ;1;1;1;1;1;1;12;1;3;1;4;2; ;2; ;1;1;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;0;6;7;0;0; ;0
130103;13;01;03;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA;2;1;1;7;0;7;1;10;6;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;9;9;1;2; ; ; ; ; ; ; ; ; ;1;1;1;1;10;1;1;1;4;1;2;2; ;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;0;23;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
130104;13;01;04;LA LIBERTAD;TRUJILLO;HUANCHACO;2;1;1;77;21;56;1;77;21;56;1;1;3;2;1;1;2;2;0;2; ; ; ;1;2;1;1;2; ; ; ; ;1;16;14;2;1;63;45;18;2; ; ; ; ;1;16;14;2;1;1;1;0;2; ; ; ; ;1;80;1;80;1;80;2; ;2; ; ;1;1;1;45;1;33;1;22;1;15;1;12;1;180;1;19;1;38;1;124;1;7;1;2;2; ; ;1;1;5;5;1;1;5;1;1;0;3;0; ;1;1;1;1;1;1;12;1;4;1;12;1;3;1;2;1;1;1;1;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;100;0;2; ; ;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
130105;13;01;05;LA LIBERTAD;TRUJILLO;LA ESPERANZA;2;1;1;67;8;59;1;77;9;68;1;1;13;11;2;1;4;3;1;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;1;20;18;2;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;67;1;24;1;75;2; ;2; ; ;1;1;1;34;1;7;1;9;1;4;1;18;1;179;1;40;1;115;1;6;1;41;1;1;1;11;CONTRA EL PATRIMONIO;1;1;12;12;1;1;12;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;6;1;82;2; ;2; ;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;201;1;2; ; ;2; ; ; ;1;0;0;3;0;5;6;0;0;0; ;0
130106;13;01;06;LA LIBERTAD;TRUJILLO;LAREDO;2;1;1;36;3;33;1;36;2;34;1;1;4;4;0;1;3;0;3;2; ; ; ;2; ; ; ;2; ; ; ; ;1;11;11;0;1;22;22;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;36;2; ;1;36;2; ;2; ; ;1;1;1;4;1;5;1;2;2; ;1;3;1;3;1;2;1;10;2; ;1;15;2; ;2; ; ;1;1;16;16;1;1;16;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;2;1;2;2; ;1;2;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;0;6;7;0;0; ;0
130107;13;01;07;LA LIBERTAD;TRUJILLO;MOCHE;2;1;1;40;2;38;1;36;2;34;1;1;5;3;2;1;10;10;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;3;1;1;28;20;8;2; ; ; ; ;1;2;2;0;1;1;1;0;2; ; ; ; ;1;36;2; ;1;36;2; ;2; ; ;1;1;1;60;1;30;1;5;1;10;1;10;1;115;1;3;1;100;1;300;1;150;1;50;1;100;INCENDIOS;1;1;9;9;1;1;4;1;1;0;0;0; ;1;3;1;1;1;1;4;2; ;1;2;2; ;2; ;1;1;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
130108;13;01;08;LA LIBERTAD;TRUJILLO;POROTO;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2; ;2; ;2; ;2; ;1;1;1;0;2;0;0;1;1;2;0;0; ;0;1;1;1;0;1;0;4;2; ; ;2; ; ;2; ; ; ;1;1;0;0;0;5;6;0;0;0; ;0
130109;13;01;09;LA LIBERTAD;TRUJILLO;SALAVERRY;2;1;1;9;1;8;1;9;1;8;1;1;3;3;0;1;3;1;2;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;1;6;2;4;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;9;2; ;1;9;2; ;2; ; ;1;1;1;12;1;6;1;1;1;1;1;6;1;13;1;2;1;6;1;6;1;48;1;2;2; ; ;1;1;4;4;1;1;4;1;1;2;3;0; ;1;1;1;1;1;1;12;1;4;1;4;1;4;1;1;2; ;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;6;0;1;4;0;1;1;1;RED DE COOPERANTES;1;0;0;3;4;5;0;0;8;0; ;0
130110;13;01;10;LA LIBERTAD;TRUJILLO;SIMBAL;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;12;1;2;2; ;1;10;1;1;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;1;1;2;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;5;6;0;0;0; ;0
130111;13;01;11;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;2;1;1;98;2;96;1;104;4;100;1;1;22;16;6;1;10;10;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;30;23;7;1;287;272;15;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;104;1;158;1;104;2; ;2; ; ;1;1;1;31;1;28;1;2;1;32;1;2;1;2462;1;588;1;396;1;140;1;141;1;1;2; ; ;1;1;5;5;1;1;5;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;15;1;7;2; ;1;2;1;1;2;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;120;0;2; ; ;2; ; ; ;1;1;0;3;4;0;6;7;0;0; ;0
130201;13;02;01;LA LIBERTAD;ASCOPE;ASCOPE;1;1;1;10;0;10;1;15;0;15;1;1;1;1;0;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;10;2; ;2; ;2; ;2; ; ;1;1;2; ;1;5;2; ;2; ;2; ;1;5;1;2;1;5;1;2;1;26;2; ;2; ; ;1;1;4;4;1;1;4;1;1;2;3;0; ;1;1;1;1;1;1;12;1;4;1;2;1;9;1;1;1;1;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;0;8;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
130202;13;02;02;LA LIBERTAD;ASCOPE;CHICAMA;2;1;1;21;3;18;1;19;1;18;1;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;21;21;0;1;17;17;0;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;2; ;2; ;1;6;2; ;2; ; ;1;1;1;2;1;4;1;2;1;1;1;2;1;14;1;10;1;15;1;12;1;8;1;4;2; ; ;1;1;11;11;1;1;11;1;1;0;3;0; ;1;2;1;1;1;1;12;1;4;1;10;1;7;1;2;1;2;1;1;2;3;0;1;1;2;0;0; ;0;1;1;0;1;2; ; ;1;16;0;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
130203;13;02;03;LA LIBERTAD;ASCOPE;CHOCOPE;2;1;1;5;0;5;1;5;0;5;1;1;2;1;1;1;2;1;1;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;4;0;1;6;6;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;10;2; ;1;5;2; ;2; ; ;1;1;1;3;1;3;1;10;1;1;2; ;1;10;2; ;1;12;1;7;1;44;2; ;2; ; ;1;1;2;2;1;1;2;1;1;0;3;0; ;1;1;1;1;1;1;12;1;4;1;1;2; ;2; ;2; ;1;1;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;14;0;2; ; ;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
130204;13;02;04;LA LIBERTAD;ASCOPE;MAGDALENA DE CAO;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;2;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
130205;13;02;05;LA LIBERTAD;ASCOPE;PAIJAN;2;1;1;14;0;14;1;14;0;14;1;1;4;4;0;1;2;0;2;2; ; ; ;2; ; ; ;2; ; ; ; ;1;14;0;14;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;12;1;4;1;12;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;500;1;50;2; ;2; ; ;1;1;20;20;1;1;20;1;1;0;0;0; ;1;2;1;1;1;1;12;1;4;2; ;1;3;2; ;1;1;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;1;3;0;2; ; ;2; ; ;2; ; ; ;1;0;0;0;4;0;6;0;0;0; ;0
130206;13;02;06;LA LIBERTAD;ASCOPE;RAZURI;2;1;1;7;1;6;1;7;1;6;1;1;1;1;0;1;4;4;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;4;0;1;5;5;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;7;1;6;1;7;2; ;2; ; ;1;1;1;4;1;3;2; ;2; ;2; ;1;12;2; ;1;1;1;6;2; ;2; ;2; ; ;1;1;6;6;1;1;6;1;1;2;0;0; ;1;4;1;1;1;1;12;1;4;1;2;2; ;1;1;1;1;1;1;2;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;6;3;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
130207;13;02;07;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;2;1;1;14;1;13;1;13;0;13;1;1;3;3;0;1;4;4;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;32;31;1;1;40;40;0;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;50;1;4;1;30;2; ;2; ; ;1;1;1;12;1;5;2; ;1;2;2; ;1;30;1;3;1;20;1;40;1;20;2; ;2; ; ;1;1;5;5;1;1;5;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;1;2; ;2; ;1;1;1;1;2;3;0;1;1;2;3;4;PLAN DE OPERATIVOS CONJUNTOS;0;1;2; ; ;2; ; ;1;30;2;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
130208;13;02;08;LA LIBERTAD;ASCOPE;CASA GRANDE;2;1;1;20;1;19;1;28;2;26;1;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;5;4;1;1;10;6;4;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;30;1;5;1;30;2; ;2; ; ;1;1;1;53;2; ;1;11;2; ;2; ;1;31;1;1;1;17;2; ;1;136;2; ;2; ; ;1;1;5;5;1;1;5;1;0;0;3;0; ;1;1;1;1;1;1;12;1;4;1;1;1;10;1;1;1;1;1;1;0;0;0;0; ; ; ; ; ;5;1;2; ; ;1;0;2;1;0;8;2; ; ;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
130301;13;03;01;LA LIBERTAD;BOLIVAR;BOLIVAR;1;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2; ;2; ;1;2;2; ;2; ;1;1;2;3;0;0; ; ; ; ; ;5;1;2; ; ;1;12;3;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
130302;13;03;02;LA LIBERTAD;BOLIVAR;BAMBAMARCA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;11;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
130303;13;03;03;LA LIBERTAD;BOLIVAR;CONDORMARCA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2; ;2; ;2; ;2; ;2; ;1;1;0;0;0;1;1;0;0;0; ;0;1;2; ; ;1;0;1;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
130304;13;03;04;LA LIBERTAD;BOLIVAR;LONGOTEA;2;1;1;2;0;2;1;2;0;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ; ;1;1;2;2;1;1;2;1;0;0;3;0; ;1;5;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;0;1;2; ; ;2; ; ;2; ; ; ;1;1;0;3;0;0;6;0;0;0; ;0
130305;13;03;05;LA LIBERTAD;BOLIVAR;UCHUMARCA;2;1;1;2;0;2;1;3;0;3;1;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;5;2; ;1;10;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;5;2; ;2; ;1;5;2; ;2; ;2; ; ;1;1;5;4;1;1;4;1;1;2;3;0; ;1;2;1;1;1;1;3;2; ;2; ;1;1;2; ;2; ;1;1;0;3;0;1;0;2;3;0; ;0;1;2; ; ;1;2;12;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
130306;13;03;06;LA LIBERTAD;BOLIVAR;UCUNCHA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;9;2; ;2; ;2; ;2; ;2; ;1;1;2;3;0;1;1;2;0;0; ;0;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;5;6;7;0;0; ;0
130401;13;04;01;LA LIBERTAD;CHEPEN;CHEPEN;1;1;1;30;1;29;1;30;1;29;1;1;6;5;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;1;5;5;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;30;2; ;1;30;2; ;2; ; ;1;1;1;15;1;2;1;2;1;4;1;9;1;16;1;5;1;93;2; ;1;48;2; ;2; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;2;1;1;1;1;12;1;4;1;5;1;19;1;1;1;2;1;1;2;3;0;1;1;2;3;4;PLAN DE PATRULLAJE MUNICIPAL;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;5;0;0;0;0; ;0
130402;13;04;02;LA LIBERTAD;CHEPEN;PACANGA;2;1;1;22;1;21;1;24;2;22;1;1;1;1;0;1;5;1;4;2; ; ; ;2; ; ; ;2; ; ; ; ;1;8;0;8;1;1;1;0;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;24;1;6;1;24;2; ;2; ; ;1;1;1;3;2; ;1;1;2; ;2; ;2; ;2; ;1;15;2; ;2; ;2; ;2; ; ;1;1;3;3;1;1;3;1;0;2;0;0; ;1;3;1;1;1;1;12;2; ;1;2;1;3;2; ;1;2;1;0;2;0;0;1;1;2;0;0; ;0;1;2; ; ;1;3;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;0;6;7;0;0; ;0
130403;13;04;03;LA LIBERTAD;CHEPEN;PUEBLO NUEVO;2;1;1;21;0;21;1;23;0;23;1;1;1;1;0;1;3;3;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;23;2; ;1;23;2; ;2; ; ;1;1;1;3;2; ;1;5;1;3;2; ;1;12;1;8;1;25;1;12;1;6;2; ;2; ; ;1;1;4;4;1;1;3;1;1;2;3;0; ;1;2;1;1;1;1;12;1;4;1;3;2; ;2; ;2; ;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;1;5;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;5;6;0;0;0; ;0
130501;13;05;01;LA LIBERTAD;JULCAN;JULCAN;1;1;1;15;2;13;1;21;2;19;1;1;1;1;0;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;15;2; ;1;15;2; ;2; ; ;1;1;2; ;1;5;2; ;1;1;2; ;2; ;2; ;1;1;2; ;1;10;2; ;2; ; ;1;1;10;10;1;1;10;1;1;2;3;0; ;1;3;1;1;1;1;12;1;4;1;1;1;4;2; ;2; ;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;1;30;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;5;0;0;0;0; ;0
130502;13;05;02;LA LIBERTAD;JULCAN;CALAMARCA;2;1;1;8;0;8;1;8;0;8;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1;2;2;1;1;1;1;0;2;0;0; ;1;3;1;1;1;1;5;2; ;2; ;2; ;1;2;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;1;4;0;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
