idmunici;ccdd;ccpp;ccdi;Departamento;Provincia;Distrito;Tipomuni;VFI_P69;P69_1;P69_1_T;P69_1_M;P69_1_H;P69_2;P69_2_T;P69_2_M;P69_2_H;VFI_P70;P70_1;P70A_1_1;P70A_1_2;P70A_1_3;P70_2;P70A_2_1;P70A_2_2;P70A_2_3;P70_3;P70A_3_1;P70A_3_2;P70A_3_3;P70_4;P70A_4_1;P70A_4_2;P70A_4_3;P70_5;P70A_5_1;P70A_5_2;P70A_5_3;P70A_5_O;P70_6;P70A_6_1;P70A_6_2;P70A_6_3;P70_7;P70A_7_1;P70A_7_2;P70A_7_3;P70_8;P70A_8_1;P70A_8_2;P70A_8_3;P70A_8_O;P70_9;P70A_9_1;P70A_9_2;P70A_9_3;P70_10;P70A_10_1;P70A_10_2;P70A_10_3;P70_11;P70A_11_1;P70A_11_2;P70A_11_3;P70A_11_O;P70_12;P70A_12_1;P70_13;P70A_13_1;P70_14;P70A_14_1;P70_15;P70A_15_1;P70_16;P70A_16_1;P70A_16_O;VFI_P71;P71;P71_1;P71A_1;P71_2;P71A_2;P71_3;P71A_3;P71_4;P71A_4;P71_5;P71A_5;P71_6;P71A_6;P71_7;P71A_7;P71_8;P71A_8;P71_9;P71A_9;P71_10;P71A_10;P71_11;P71A_11;P71_12;P71A_12;P71A_12_O;VFI_P72A;P72A;P72A_1;P72A_2;VFI_P72B;P72B;P72B_1;VFI_P73;P73_1;P73_2;P73_3;P73_4;P73_4_O;VFI_P74;P74;VFI_P75;P75;VFI_P76;P76_1;P76A_1;P76_2;P76A_2;P76_3;P76A_3;P76_4;P76A_4;P76_5;P76A_5;P76_6;P76_7;VFI_P77;P77_1;P77_2;P77_3;P77_4;VFI_P78;P78_1;P78_2;P78_3;P78_4;P78_4_O;P78_5;VFI_P79;P79_1;P79A_1_1;P79A_1_2;P79_2;P79A_2_1;P79A_2_2;P79_3;P79A_3_1;P79A_3_2;P79_4;P79A_4_1;P79A_4_2;P79_5;P79A_5_1;P79A_5_2;P79A_5_O;VFI_P80;P80_1;P80_2;P80_3;P80_4;P80_5;P80_6;P80_7;P80_8;P80_9;P80_9_O;P80_10
050403;05;04;03;AYACUCHO;HUANTA;HUAMANGUILLA;2;1;1;3;1;2;1;3;1;2;1;1;1;1;0;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;24;24;0;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;31;1;4;1;15;2; ;2; ; ;1;1;1;5;1;5;1;2;2; ;2; ;1;30;2; ;1;10;2; ;1;18;2; ;2; ; ;1;1;4;4;1;1;4;1;1;2;3;0; ;1;3;1;1;1;1;12;1;4;1;2;1;2;1;1;2; ;1;1;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;12;5;1;1;8;2; ; ; ;1;1;2;3;4;5;6;0;0;0; ;0
050404;05;04;04;AYACUCHO;HUANTA;IGUAIN;2;1;1;4;0;4;1;4;0;4;1;2; ; ; ;1;3;3;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;13;13;0;2; ; ; ;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ; ;1;1;2; ;1;4;2; ;2; ;2; ;1;13;2; ;2; ;2; ;1;21;2; ;2; ; ;1;1;3;3;1;1;3;1;1;2;3;0; ;1;5;1;1;1;1;3;1;2;1;5;1;7;2; ;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;1;0;3;0;0;6;0;0;0; ;0
050405;05;04;05;AYACUCHO;HUANTA;LURICOCHA;2;1;1;4;0;4;1;4;0;4;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;2; ;2; ;2; ;2; ; ;1;1;1;10;1;2;1;5;1;4;1;2;1;50;1;20;1;10;1;20;1;20;1;50;2; ; ;1;1;4;4;1;1;4;1;1;0;3;0; ;1;5;1;1;1;1;12;1;2;1;4;1;4;1;1;2; ;1;1;2;3;0;1;1;2;3;0; ;0;1;1;10;0;1;1;0;1;15;0;1;1;0;2; ; ; ;1;1;2;3;4;5;6;7;8;0; ;0
050406;05;04;06;AYACUCHO;HUANTA;SANTILLANA;2;1;2; ; ; ;1;6;0;6;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;6;2; ;1;6;2; ;2; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ;1;1;1;1;12;1;3;2; ;1;1;1;1;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
050407;05;04;07;AYACUCHO;HUANTA;SIVIA;2;1;1;5;0;5;1;5;1;4;1;1;1;0;1;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;4;0;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;12;2; ;1;12;2; ;2; ; ;1;1;2; ;1;25;1;5;2; ;2; ;1;28;1;35;1;12;1;50;1;15;1;40;2; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;3;1;1;1;1;12;1;4;1;6;1;8;1;1;1;1;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;10;0;1;1;0;2; ; ; ;1;0;0;3;0;0;6;0;8;0; ;0
050408;05;04;08;AYACUCHO;HUANTA;LLOCHEGUA;2;1;1;12;6;6;1;12;6;6;1;2; ; ; ;1;3;3;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;6;2; ;1;6;2; ;2; ; ;1;1;2; ;1;10;1;3;2; ;2; ;1;6;2; ;1;2;2; ;1;3;2; ;2; ; ;1;1;7;7;1;1;4;1;1;2;3;0; ;1;5;1;1;1;1;6;2; ;2; ;1;10;2; ;1;2;0; ; ; ;4; ; ; ; ; ; ; ;1;2; ; ;2; ; ;2; ; ;1;0;2;2; ; ; ;1;0;0;0;4;0;0;0;0;0; ;0
050409;05;04;09;AYACUCHO;HUANTA;CANAYRE;2;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;2; ;2; ;2; ; ;1;1;1;2;1;1;2; ;2; ;2; ;1;5;1;4;1;1;1;2;1;4;2; ;2; ; ;1;1;5;5;1;2; ; ; ; ; ; ; ; ; ;1;1;1;1;12;1;2;1;2;1;2;1;1;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;1;1;1;2; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
050410;05;04;10;AYACUCHO;HUANTA;UCHURACCAY;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2; ;2; ;2; ;2; ;2; ;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;1;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050411;05;04;11;AYACUCHO;HUANTA;PUCACOLPA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2; ;2; ;2; ;2; ;1;2;1;0;2;0;0;1;0;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;1;20;0;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
050412;05;04;12;AYACUCHO;HUANTA;CHACA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;10;1;2;2; ;2; ;2; ;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;10;3;1;1;0;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
050501;05;05;01;AYACUCHO;LA MAR;SAN MIGUEL;1;1;1;14;2;12;1;14;2;12;1;1;1;1;0;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;8;8;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;14;2; ;1;14;2; ;2; ; ;1;1;1;18;1;12;2; ;1;4;1;1;1;32;1;4;1;6;1;23;1;17;2; ;2; ; ;1;1;9;9;1;1;9;1;1;0;0;0; ;1;3;1;1;1;1;12;1;4;1;8;1;6;1;2;1;1;1;1;2;3;0;1;1;0;3;0; ;0;1;2; ; ;2; ; ;1;12;0;1;1;0;2; ; ; ;1;0;0;3;4;5;0;0;0;0; ;0
050502;05;05;02;AYACUCHO;LA MAR;ANCO;2;1;1;3;0;3;1;1;0;1;1;2; ; ; ;1;2;0;2;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;0;4;2; ; ; ;2; ; ; ; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2;2;1;1;1;1;1;0;0;0; ;1;5;1;1;1;1;12;1;1;1;1;1;4;1;1;1;2;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;3;0;2; ; ; ;1;0;0;3;0;5;6;7;0;0; ;0
050503;05;05;03;AYACUCHO;LA MAR;AYNA;2;1;1;8;1;7;1;6;1;5;1;1;2;2;0;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;8;1;8;1;8;2; ;2; ; ;1;1;1;5;1;6;2; ;1;2;2; ;2; ;1;6;2; ;1;6;1;2;2; ;2; ; ;1;1;2;2;1;1;2;1;1;2;3;0; ;1;3;1;1;1;1;12;1;2;1;1;1;48;1;2;1;2;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;2;0;2; ; ; ;1;1;0;3;4;0;6;7;0;0; ;0
050504;05;05;04;AYACUCHO;LA MAR;CHILCAS;2;1;1;3;0;3;1;1;0;1;1;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ;2; ;1;6;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;3;2; ;2; ; ;1;1;3;3;1;1;3;1;1;2;0;0; ;1;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;2; ; ;1;11;1;2; ; ;2; ; ; ;1;1;0;3;4;0;6;7;0;0; ;0
050505;05;05;05;AYACUCHO;LA MAR;CHUNGUI;2;1;1;4;0;4;1;5;0;5;1;1;1;1;0;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;4;0;2; ; ; ;2; ; ; ; ;1;4;4;0;2; ; ; ;2; ; ; ; ;1;50;1;4;1;10;2; ;1;4;DETECTOR DE METAL;1;1;2; ;1;2;1;2;2; ;1;3;1;4;1;1;1;3;2; ;1;13;1;1;2; ; ;1;1;4;4;1;1;4;1;1;2;3;0; ;1;5;1;1;1;1;4;1;1;1;4;1;3;1;1;2; ;1;0;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;1;0;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050506;05;05;06;AYACUCHO;LA MAR;LUIS CARRANZA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2; ;2; ;2; ;2; ;2; ;1;0;0;3;0;1;0;0;3;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050507;05;05;07;AYACUCHO;LA MAR;SANTA ROSA;2;1;1;10;0;10;1;10;0;10;1;1;1;1;0;1;2;2;0;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;5;2; ;1;10;2; ;2; ; ;1;1;1;10;1;5;1;1;1;5;2; ;1;10;1;20;2; ;1;15;1;7;1;2;2; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;5;1;1;1;1;4;1;2;1;1;1;7;2; ;1;1;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;43;0;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
050508;05;05;08;AYACUCHO;LA MAR;TAMBO;2;1;1;16;3;13;1;18;3;15;1;1;1;1;0;1;1;1;0;1;1;1;0;2; ; ; ;2; ; ; ; ;1;20;13;7;1;15;7;8;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;20;2; ;1;20;2; ;2; ; ;1;1;1;35;1;7;1;1;1;3;2; ;1;160;1;9;1;4;1;12;1;18;1;2;2; ; ;1;1;6;3;1;1;6;1;1;2;3;4;CUATRIMOTO;1;2;1;1;1;1;12;2; ;1;12;1;32;1;2;2; ;1;1;0;0;0;1;1;2;3;0; ;0;1;1;2;0;1;0;3;1;2;0;2; ; ;2; ; ; ;1;1;2;3;4;0;6;7;8;0; ;0
050509;05;05;09;AYACUCHO;LA MAR;SAMUGARI;2;1;1;4;0;4;1;4;0;4;1;1;2;1;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;4;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;2; ;1;2;2; ;2; ; ;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;1;1;1;2; ;1;1;1;1;2; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;3;1;1;1;1;12;2; ;2; ;2; ;2; ;2; ;1;1;0;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;1;0;2; ; ; ;1;0;0;0;4;0;0;0;0;0; ;0
050510;05;05;10;AYACUCHO;LA MAR;ANCHIHUAY;2;1;1;3;0;3;1;3;0;3;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;1;3;1;3;2; ;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;1;1;1;0;0;3;0; ;1;5;1;1;1;1;4;1;3;2; ;1;2;1;1;1;2;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;2;1;1;18;18;2; ; ; ;1;1;2;3;4;5;6;7;0;0; ;0
050511;05;05;11;AYACUCHO;LA MAR;ORONCCOY;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;3;1;4;2; ;2; ;2; ;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;1;13;0;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
050601;05;06;01;AYACUCHO;LUCANAS;PUQUIO;1;1;1;13;4;9;1;15;5;10;1;1;2;1;1;1;2;1;1;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;14;2; ;1;14;2; ;2; ; ;1;1;1;3;1;6;1;18;1;4;2; ;1;840;1;18;1;6;1;4;1;25;2; ;2; ; ;1;1;5;5;1;1;5;1;1;0;0;0; ;1;1;1;1;1;1;12;1;1;1;1;1;14;1;1;1;1;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;6;14;2; ; ;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
050602;05;06;02;AYACUCHO;LUCANAS;AUCARA;2;1;1;2;0;2;1;2;0;2;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;1;2;2; ;2; ; ;1;1;2; ;1;2;2; ;2; ;2; ;1;10;2; ;2; ;2; ;1;5;2; ;2; ; ;1;1;3;3;1;1;3;1;0;2;3;0; ;1;4;1;1;1;1;6;2; ;2; ;1;3;2; ;2; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;4;0;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050603;05;06;03;AYACUCHO;LUCANAS;CABANA;2;1;1;3;0;3;1;3;0;3;1;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;2; ;1;3;2; ;2; ; ;1;1;2; ;1;4;2; ;2; ;1;1;1;2;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1;5;5;1;1;5;1;1;0;3;0; ;1;2;1;1;1;1;1;2; ;2; ;2; ;1;1;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;1;5;0;2; ; ;2; ; ;2; ; ;2; ; ; ;1;1;0;3;4;0;0;0;0;0; ;0
050604;05;06;04;AYACUCHO;LUCANAS;CARMEN SALCEDO;2;1;1;2;0;2;1;2;0;2;1;1;1;1;0;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;2; ;1;2;2; ;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;5;1;1;1;1;1;2; ;1;2;1;2;1;1;2; ;1;1;0;0;0;1;1;2;3;0; ;0;1;1;6;3;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
050605;05;06;05;AYACUCHO;LUCANAS;CHAVIÑA;2;1;1;2;0;2;1;2;0;2;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;0;4;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;2; ;1;6;2; ;2; ; ;1;1;2; ;1;4;2; ;2; ;1;2;1;14;2; ;1;2;1;6;1;10;2; ;2; ; ;1;1;3;3;1;1;3;1;0;0;3;0; ;1;5;1;1;1;1;6;2; ;1;2;2; ;2; ;2; ;1;1;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;0;3;2; ; ;2; ; ; ;1;0;0;0;4;5;6;0;0;0; ;0
050606;05;06;06;AYACUCHO;LUCANAS;CHIPAO;2;1;1;4;0;4;1;8;0;8;1;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;1;4;1;4;2; ;2; ; ;1;1;1;1;2; ;2; ;1;1;2; ;1;10;1;3;2; ;2; ;1;4;1;10;2; ; ;1;1;4;4;1;1;3;1;0;0;3;0; ;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;0;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;2; ; ;1;0;5;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
050607;05;06;07;AYACUCHO;LUCANAS;HUAC-HUAS;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;1;1;0;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050608;05;06;08;AYACUCHO;LUCANAS;LARAMATE;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2; ;2; ;2; ;2; ;2; ;1;1;0;0;0;0; ; ; ; ; ;5;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;1;0;3;0;0;0;0;0;0; ;0
050609;05;06;09;AYACUCHO;LUCANAS;LEONCIO PRADO;2;1;1;1;0;1;1;1;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;0;3;0; ;1;2;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0; ; ; ; ; ;5;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050610;05;06;10;AYACUCHO;LUCANAS;LLAUTA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;6;2; ;2; ;2; ;1;1;2; ;1;0;0;3;0;1;1;0;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
050611;05;06;11;AYACUCHO;LUCANAS;LUCANAS;2;1;1;3;0;3;1;3;0;3;1;2; ; ; ;1;3;1;2;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;2; ;1;3;2; ;2; ; ;1;1;2; ;1;1;2; ;2; ;2; ;1;4;2; ;2; ;2; ;1;1;2; ;2; ; ;1;1;5;5;1;2; ; ; ; ; ; ; ; ; ;1;1;1;1;10;1;1;2; ;2; ;1;1;2; ;0; ; ; ;4; ; ; ; ; ; ; ;1;2; ; ;1;1;0;1;2;0;2; ; ;2; ; ; ;1;1;0;3;0;0;0;0;0;0; ;0
050612;05;06;12;AYACUCHO;LUCANAS;OCAÑA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
050613;05;06;13;AYACUCHO;LUCANAS;OTOCA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2; ;1;1;1;4;1;1;2; ;1;1;2;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;1;2; ; ;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
050614;05;06;14;AYACUCHO;LUCANAS;SAISA;2;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;2; ;2; ;2; ;2; ;2; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
